,id,year,month,day,country,state,latitude,longitude,target,weapon,casualties,injuries,total
22610,1.98E+11,1984,7,21,India,Punjab,30.900965,75.857276,Police,Unknown,1,0,1
22713,1.98E+11,1984,8,2,India,Tamil Nadu,13.08268,80.270718,Airports & Aircraft,Explosives/Bombs/Dynamite,31,19,50
22769,1.98E+11,1984,8,8,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,1,0,1
22795,1.98E+11,1984,8,10,India,Karnataka,15.317278,75.713889,Airports & Aircraft,Explosives/Bombs/Dynamite,0,0,0
22934,1.98E+11,1984,8,24,India,Unknown,,,Airports & Aircraft,Melee,0,0,0
23060,1.98E+11,1984,9,0,India,Unknown,,,Business,Melee,0,45,45
23129,1.98E+11,1984,9,5,India,Tripura,23.940848,91.988153,Transportation,Melee,3,25,28
23180,1.98E+11,1984,9,12,India,Punjab,31.326015,75.576183,Business,Explosives/Bombs/Dynamite,2,15,17
23182,1.98E+11,1984,9,12,India,Punjab,31.8186,75.2028,Transportation,Firearms,14,0,14
23362,1.98E+11,1984,10,4,India,Punjab,31.633979,74.872264,Private Citizens & Property,Explosives/Bombs/Dynamite,0,3,3
23494,1.98E+11,1984,10,25,India,Delhi,28.658188,77.227403,Business,Explosives/Bombs/Dynamite,0,18,18
23554,1.98E+11,1984,10,31,India,Delhi,28.632381,77.220004,Government (General),Firearms,1,0,1
23783,1.98E+11,1984,11,27,India,Maharashtra,19.075984,72.877656,Government (General),Firearms,1,0,1
23846,1.98E+11,1984,12,8,India,Manipur,24.817011,93.936844,Government (General),Unknown,0,0,0
23847,1.98E+11,1984,12,8,India,Unknown,,,Police,Explosives/Bombs/Dynamite,1,2,3
24243,1.99E+11,1985,2,3,India,Punjab,30.210994,74.945475,Religious Figures/Institutions,Unknown,6,0,6
24250,1.99E+11,1985,2,5,India,Tripura,23.940848,91.988153,Private Citizens & Property,Unknown,2,1,3
24257,1.99E+11,1985,2,5,India,Unknown,,,Private Citizens & Property,Unknown,0,0,0
24258,1.99E+11,1985,2,5,India,Unknown,,,Government (General),Firearms,0,0,0
24556,1.99E+11,1985,3,24,India,Chandigarh,30.733315,76.779418,Government (General),Unknown,1,0,1
24563,1.99E+11,1985,3,24,India,Chandigarh,30.733315,76.779418,Government (General),Unknown,1,0,1
24661,1.99E+11,1985,4,8,India,Chandigarh,30.733315,76.779418,Police,Unknown,1,0,1
24735,1.99E+11,1985,4,19,India,Punjab,31.633979,74.872264,Government (General),Firearms,1,0,1
24789,1.99E+11,1985,4,30,India,Chandigarh,30.733315,76.779418,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,0,0
24871,1.99E+11,1985,5,6,India,Punjab,31.958504,75.323245,Government (General),Unknown,2,0,2
24878,1.99E+11,1985,5,7,India,Punjab,30.210994,74.945474,Police,Unknown,1,0,1
24960,1.99E+11,1985,5,10,India,Uttar Pradesh,26.846709,80.946159,Transportation,Explosives/Bombs/Dynamite,2,6,8
24961,1.99E+11,1985,5,10,India,Haryana,29.149187,75.721653,Transportation,Explosives/Bombs/Dynamite,3,16,19
24962,1.99E+11,1985,5,10,India,Chandigarh,30.733315,76.779418,Transportation,Explosives/Bombs/Dynamite,0,0,0
24970,1.99E+11,1985,5,11,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,5,0,5
24971,1.99E+11,1985,5,11,India,Delhi,28.632381,77.220004,Government (General),Explosives/Bombs/Dynamite,0,0,0
25078,1.99E+11,1985,5,16,India,Unknown,,,Transportation,Explosives/Bombs/Dynamite,0,0,0
25245,1.99E+11,1985,6,4,India,Punjab,31.534899,75.910571,Government (General),Explosives/Bombs/Dynamite,0,5,5
25246,1.99E+11,1985,6,4,India,Punjab,30.34,76.38,Transportation,Explosives/Bombs/Dynamite,0,0,0
25247,1.99E+11,1985,6,4,India,Punjab,32.040763,75.401886,Private Citizens & Property,Unknown,0,0,0
25429,1.99E+11,1985,6,20,India,Uttar Pradesh,28.984462,77.706414,Government (General),Unknown,1,0,1
25450,1.99E+11,1985,6,22,India,Gujarat,23.022505,72.571362,Unknown,Explosives/Bombs/Dynamite,0,10,10
25500,1.99E+11,1985,6,28,India,Manipur,24.663717,93.906269,Transportation,Explosives/Bombs/Dynamite,0,0,0
25501,1.99E+11,1985,6,28,India,Manipur,24.663717,93.906269,Transportation,Explosives/Bombs/Dynamite,0,0,0
25768,1.99E+11,1985,7,30,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Melee,0,12,12
25952,1.99E+11,1985,8,17,India,Assam,26.200605,92.937574,Private Citizens & Property,Explosives/Bombs/Dynamite,3,0,3
25993,1.99E+11,1985,8,20,India,Uttar Pradesh,25.569805,83.794681,Government (General),Firearms,2,3,5
26066,1.99E+11,1985,9,4,India,Delhi,28.632381,77.220004,Government (General),Unknown,2,0,2
26083,1.99E+11,1985,9,8,India,Punjab,31.147131,75.341218,Government (General),Firearms,1,0,1
26185,1.99E+11,1985,9,22,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,3,0,3
26189,1.99E+11,1985,9,23,India,Punjab,31.8186,75.2028,Private Citizens & Property,Explosives/Bombs/Dynamite,3,0,3
26387,1.99E+11,1985,10,21,India,Punjab,31.147131,75.341218,Government (General),Firearms,2,0,2
26433,1.99E+11,1985,10,29,India,Punjab,31.147131,75.341218,Government (General),Firearms,1,0,1
26534,1.99E+11,1985,11,8,India,Punjab,31.147131,75.341218,Private Citizens & Property,Unknown,1,2,3
26535,1.99E+11,1985,11,8,India,Unknown,,,Police,Unknown,1,1,2
26555,1.99E+11,1985,11,11,India,Punjab,31.147131,75.341218,Police,Firearms,1,0,1
26614,1.99E+11,1985,11,22,India,Punjab,31.147131,75.341218,Transportation,Explosives/Bombs/Dynamite,2,22,24
26669,1.99E+11,1985,11,27,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,1,1,2
26674,1.99E+11,1985,11,28,India,Punjab,31.147131,75.341218,Police,Firearms,2,0,2
26955,1.99E+11,1986,1,6,India,Punjab,31.147131,75.341218,Business,Unknown,1,0,1
26956,1.99E+11,1986,1,6,India,Punjab,31.633979,74.872264,Government (Diplomatic),Melee,1,0,1
26957,1.99E+11,1986,1,6,India,Punjab,31.326015,75.576183,Unknown,Unknown,2,2,4
26995,1.99E+11,1986,1,11,India,Punjab,31.147131,75.341218,NGO,Unknown,1,0,1
27128,1.99E+11,1986,1,29,India,Tamil Nadu,10.886576,79.116748,Transportation,Explosives/Bombs/Dynamite,0,0,0
27191,1.99E+11,1986,2,6,India,Punjab,31.147131,75.341218,Business,Firearms,1,0,1
27202,1.99E+11,1986,2,8,India,Punjab,32.040763,75.401886,Business,Explosives/Bombs/Dynamite,0,0,0
27205,1.99E+11,1986,2,8,India,Punjab,30.954424,74.612085,Business,Firearms,2,1,3
27258,1.99E+11,1986,2,17,India,Punjab,31.448943,74.925262,Government (General),Unknown,1,0,1
27266,1.99E+11,1986,2,19,India,Punjab,31.8186,75.2028,Private Citizens & Property,Unknown,6,0,6
27360,1.99E+11,1986,3,6,India,Punjab,31.37148,75.393681,Private Citizens & Property,Unknown,7,14,21
27361,1.99E+11,1986,3,6,India,Punjab,31.633979,74.872264,Private Citizens & Property,Unknown,6,3,9
27444,1.99E+11,1986,3,15,India,Punjab,30.725768,75.275614,Private Citizens & Property,Firearms,2,2,4
27495,1.99E+11,1986,3,19,India,Punjab,31.448943,74.925262,Police,Firearms,1,0,1
27503,1.99E+11,1986,3,20,India,Delhi,28.704059,77.10249,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
27523,1.99E+11,1986,3,24,India,Punjab,31.8186,75.2028,Private Citizens & Property,Firearms,4,1,5
27541,1.99E+11,1986,3,25,India,Punjab,31.448943,74.925262,Private Citizens & Property,Unknown,2,0,2
27568,1.99E+11,1986,3,26,India,Punjab,31.234401,76.505465,Private Citizens & Property,Melee,7,29,36
27569,1.99E+11,1986,3,26,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,8,0,8
27574,1.99E+11,1986,3,26,India,Andhra Pradesh,14.681888,77.600591,Government (General),Unknown,0,0,0
27608,1.99E+11,1986,3,27,India,Unknown,,,Government (General),Firearms,2,0,2
27610,1.99E+11,1986,3,27,India,Punjab,31.633979,74.872264,Government (General),Unknown,0,0,0
27615,1.99E+11,1986,3,28,India,Punjab,30.900965,75.857276,Private Citizens & Property,Firearms,10,10,20
27621,1.99E+11,1986,3,29,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,8,1,9
27622,1.99E+11,1986,3,29,India,Punjab,31.326015,75.576183,Private Citizens & Property,Firearms,20,0,20
27708,1.99E+11,1986,4,5,India,Tripura,23.940848,91.988153,Private Citizens & Property,Firearms,5,6,11
27711,1.99E+11,1986,4,5,India,Punjab,31.326015,75.576183,Government (General),Firearms,5,4,9
27740,1.99E+11,1986,4,10,India,Punjab,31.633979,74.872264,Transportation,Firearms,2,0,2
27806,1.99E+11,1986,4,17,India,Punjab,30.954424,74.612085,Police,Unknown,0,0,0
27836,1.99E+11,1986,4,22,India,Karnataka,14.321944,76.725556,Religious Figures/Institutions,Unknown,0,2,2
27877,1.99E+11,1986,4,28,India,Punjab,31.633979,74.872264,Government (General),Firearms,1,0,1
27912,1.99E+11,1986,5,6,India,Punjab,31.633979,74.872264,Educational Institution,Firearms,3,3,6
28111,1.99E+11,1986,5,29,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Unknown,1,0,1
28116,1.99E+11,1986,5,30,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,2,7,9
28144,1.99E+11,1986,6,2,India,Punjab,31.864464,74.955923,Government (General),Unknown,1,0,1
28153,1.99E+11,1986,6,4,India,Punjab,31.633979,74.872264,Business,Unknown,1,7,8
28159,1.99E+11,1986,6,5,India,Punjab,31.147131,75.341218,Police,Firearms,1,2,3
28164,1.99E+11,1986,6,6,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,2,5
28165,1.99E+11,1986,6,6,India,Manipur,24.663717,93.906269,Police,Explosives/Bombs/Dynamite,2,6,8
28167,1.99E+11,1986,6,6,India,Punjab,30.34,76.38,Private Citizens & Property,Firearms,1,0,1
28168,1.99E+11,1986,6,6,India,Punjab,30.900965,75.857276,Private Citizens & Property,Firearms,1,0,1
28185,1.99E+11,1986,6,8,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,2,1,3
28189,1.99E+11,1986,6,8,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,2,5
28190,1.99E+11,1986,6,8,India,Punjab,31.633979,74.872264,Government (General),Firearms,0,1,1
28346,1.99E+11,1986,6,20,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,5,0,5
28347,1.99E+11,1986,6,20,India,Punjab,31.127019,75.481773,Private Citizens & Property,Firearms,0,12,12
28349,1.99E+11,1986,6,20,India,Punjab,31.147131,75.341218,Police,Unknown,1,0,1
28486,1.99E+11,1986,7,1,India,Punjab,31.326015,75.576183,Private Citizens & Property,Unknown,1,2,3
28505,1.99E+11,1986,7,3,India,Punjab,31.040338,74.760291,Private Citizens & Property,Unknown,1,0,1
28597,1.99E+11,1986,7,15,India,Punjab,31.147131,75.341218,Police,Unknown,2,0,2
28668,1.99E+11,1986,7,25,India,Punjab,31.147131,75.341218,Transportation,Firearms,15,0,15
28699,1.99E+11,1986,7,27,India,Punjab,31.147131,75.341218,Private Citizens & Property,Melee,2,0,2
28723,1.99E+11,1986,7,30,India,Punjab,31.147131,75.341218,Government (General),Firearms,1,0,1
28774,1.99E+11,1986,8,6,India,Delhi,28.658188,77.227403,Business,Explosives/Bombs/Dynamite,0,0,0
28969,1.99E+11,1986,8,29,India,Tripura,23.940848,91.988153,Private Citizens & Property,Unknown,14,6,20
28986,1.99E+11,1986,9,1,India,Chandigarh,30.733315,76.779418,Government (General),Firearms,1,0,1
29129,1.99E+11,1986,9,21,India,Punjab,31.633979,74.872264,Private Citizens & Property,Unknown,2,0,2
29136,1.99E+11,1986,9,24,India,Punjab,31.633979,74.872264,Police,Firearms,1,0,1
29148,1.99E+11,1986,9,25,India,Punjab,31.175476,75.931082,Government (General),Firearms,1,0,1
29180,1.99E+11,1986,9,29,India,Punjab,31.326015,75.576183,Private Citizens & Property,Unknown,3,2,5
29181,1.99E+11,1986,9,29,India,Punjab,31.633979,74.872264,Government (General),Unknown,1,0,1
29213,1.99E+11,1986,10,2,India,Delhi,28.632381,77.220004,Government (General),Firearms,2,0,2
29229,1.99E+11,1986,10,7,India,Bihar,24.777916,84.530497,Private Citizens & Property,Unknown,11,0,11
29280,1.99E+11,1986,10,16,India,Uttar Pradesh,26.846709,80.946159,Police,Firearms,2,1,3
29287,1.99E+11,1986,10,18,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Firearms,2,0,2
29295,1.99E+11,1986,10,19,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,0,3
29302,1.99E+11,1986,10,20,India,Delhi,28.632381,77.220004,Unknown,Firearms,4,0,4
29349,1.99E+11,1986,10,26,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,7,4,11
29360,1.99E+11,1986,10,28,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,3,6
29376,1.99E+11,1986,10,29,India,Delhi,28.632381,77.220004,Unknown,Firearms,9,0,9
29377,1.99E+11,1986,10,29,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Unknown,7,0,7
29423,1.99E+11,1986,11,6,India,Delhi,28.632381,77.220004,Government (General),Firearms,1,1,2
29477,1.99E+11,1986,11,13,India,Nagaland,26.158435,94.562443,Business,Unknown,7,5,12
29526,1.99E+11,1986,11,19,India,Delhi,28.632381,77.220004,Private Citizens & Property,Unknown,0,1,1
29531,1.99E+11,1986,11,20,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,4,1,5
29547,1.99E+11,1986,11,25,India,Chandigarh,30.733315,76.779418,Police,Unknown,1,0,1
29560,1.99E+11,1986,12,1,India,Punjab,31.147131,75.341218,Private Citizens & Property,Unknown,4,0,4
29561,1.99E+11,1986,12,1,India,Chandigarh,30.733315,76.779418,Transportation,Firearms,24,8,32
29564,1.99E+11,1986,12,2,India,Punjab,31.633979,74.872264,Transportation,Unknown,34,0,34
29569,1.99E+11,1986,12,4,India,Uttar Pradesh,26.449923,80.331874,Private Citizens & Property,Firearms,2,0,2
29571,1.99E+11,1986,12,5,India,Delhi,28.632381,77.220004,Religious Figures/Institutions,Unknown,4,0,4
29575,1.99E+11,1986,12,5,India,West Bengal,26.350435,89.443486,Unknown,Unknown,13,0,13
29600,1.99E+11,1986,12,11,India,Jammu and Kashmir,33.934629,75.152984,Government (General),Unknown,1,5,6
29601,1.99E+11,1986,12,11,India,Tamil Nadu,11.127123,78.656894,Transportation,Unknown,0,0,0
29618,1.99E+11,1986,12,15,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,3,0,3
29652,1.99E+11,1986,12,20,India,Punjab,32.040763,75.401886,Private Citizens & Property,Firearms,2,1,3
29719,1.99E+11,1986,12,24,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,2,1,3
29722,1.99E+11,1986,12,25,India,Punjab,30.672393,74.755048,Transportation,Explosives/Bombs/Dynamite,3,0,3
29725,1.99E+11,1986,12,25,India,Punjab,30.81646,75.171709,Police,Firearms,1,0,1
29734,1.99E+11,1986,12,26,India,Tripura,23.940848,91.988153,Private Citizens & Property,Unknown,1,0,1
29742,1.99E+11,1986,12,27,India,Punjab,31.147131,75.341218,Government (General),Unknown,1,2,3
29743,1.99E+11,1986,12,27,India,Rajasthan,27.961391,73.455414,Unknown,Firearms,1,0,1
29747,1.99E+11,1986,12,28,India,Punjab,31.633979,74.872264,Business,Unknown,1,0,1
29748,1.99E+11,1986,12,28,India,Delhi,28.632381,77.220004,Unknown,Firearms,1,0,1
29760,1.99E+11,1986,12,30,India,Tamil Nadu,13.08268,80.270718,Transportation,Unknown,0,0,0
29769,1.99E+11,1986,12,31,India,Delhi,28.632381,77.220004,Private Citizens & Property,Unknown,2,2,4
29770,1.99E+11,1987,1,1,India,Delhi,28.632381,77.220004,Police,Unknown,1,2,3
29774,1.99E+11,1987,1,2,India,Tamil Nadu,13.08268,80.270718,Transportation,Unknown,0,0,0
29781,1.99E+11,1987,1,3,India,Tamil Nadu,13.08268,80.270718,Transportation,Unknown,0,0,0
29790,1.99E+11,1987,1,4,India,Delhi,28.632381,77.220004,Airports & Aircraft,Unknown,0,0,0
29810,1.99E+11,1987,1,7,India,Punjab,31.057879,76.300042,Unknown,Unknown,0,2,2
29817,1.99E+11,1987,1,8,India,Delhi,28.632381,77.220004,Police,Unknown,1,2,3
29823,1.99E+11,1987,1,8,India,Assam,26.200605,92.937574,Government (General),Firearms,2,0,2
29824,1.99E+11,1987,1,8,India,Punjab,31.147131,75.341218,Unknown,Firearms,9,0,9
29825,1.99E+11,1987,1,8,India,Punjab,31.147131,75.341218,Unknown,Firearms,9,0,9
29826,1.99E+11,1987,1,8,India,Punjab,31.147131,75.341218,Unknown,Firearms,9,0,9
29827,1.99E+11,1987,1,8,India,Punjab,31.147131,75.341218,Unknown,Firearms,9,0,9
29835,1.99E+11,1987,1,9,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,10,0,10
29847,1.99E+11,1987,1,12,India,Chandigarh,30.733315,76.779418,Private Citizens & Property,Firearms,0,0,0
29848,1.99E+11,1987,1,12,India,Delhi,28.632381,77.220004,Private Citizens & Property,Firearms,4,0,4
29849,1.99E+11,1987,1,12,India,Delhi,28.658188,77.227403,Police,Unknown,5,0,5
29876,1.99E+11,1987,1,15,India,Chandigarh,30.733315,76.779418,Private Citizens & Property,Firearms,9,15,24
29877,1.99E+11,1987,1,15,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,2,7,9
29904,1.99E+11,1987,1,17,India,Punjab,31.147131,75.341218,Government (General),Firearms,1,0,1
29920,1.99E+11,1987,1,19,India,Tamil Nadu,13.08268,80.270718,Transportation,Unknown,0,0,0
29973,1.99E+11,1987,1,25,India,Chandigarh,30.733315,76.779418,Government (General),Firearms,8,0,8
30004,1.99E+11,1987,1,31,India,Punjab,31.147131,75.341218,Educational Institution,Firearms,1,2,3
30040,1.99E+11,1987,2,7,India,Punjab,31.147131,75.341218,Private Citizens & Property,Unknown,1,2,3
30068,1.99E+11,1987,2,9,India,Punjab,31.147131,75.341218,Police,Incendiary,5,0,5
30074,1.99E+11,1987,2,10,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,2,0,2
30113,1.99E+11,1987,2,16,India,Punjab,31.147131,75.341218,Violent Political Party,Firearms,1,0,1
30123,1.99E+11,1987,2,18,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,1,0,1
30277,1.99E+11,1987,2,28,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,4,4,8
30289,1.99E+11,1987,3,3,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,1,4
30290,1.99E+11,1987,3,3,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,1,4
30344,1.99E+11,1987,3,9,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Melee,1,3,4
30378,1.99E+11,1987,3,15,India,Tamil Nadu,13.08268,80.270718,Transportation,Explosives/Bombs/Dynamite,32,200,232
30565,1.99E+11,1987,4,7,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,5,2,7
30647,1.99E+11,1987,4,15,India,Delhi,28.632381,77.220004,Transportation,Explosives/Bombs/Dynamite,0,0,0
30688,1.99E+11,1987,4,17,India,Punjab,30.422689,75.430103,Private Citizens & Property,Firearms,0,2,2
30785,1.99E+11,1987,4,27,India,Punjab,32.040763,75.401886,Military,Firearms,1,0,1
30983,1.99E+11,1987,5,20,India,Punjab,31.305986,75.63972,Police,Firearms,1,0,1
31070,1.99E+11,1987,6,2,India,Punjab,31.326015,75.576183,Business,Explosives/Bombs/Dynamite,4,30,34
31084,1.99E+11,1987,6,3,India,Punjab,31.638549,75.135566,Police,Firearms,3,3,6
31088,1.99E+11,1987,6,3,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,6,0,6
31103,1.99E+11,1987,6,4,India,Punjab,30.900965,75.857276,Religious Figures/Institutions,Firearms,1,1,2
31108,1.99E+11,1987,6,6,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,4,2,6
31109,1.99E+11,1987,6,6,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,2,10,12
31173,1.99E+11,1987,6,12,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,3,10,13
31191,1.99E+11,1987,6,13,India,Delhi,28.632381,77.220004,Government (General),Firearms,5,14,19
31192,1.99E+11,1987,6,13,India,Punjab,30.672393,74.755048,Police,Firearms,3,0,3
31195,1.99E+11,1987,6,13,India,Delhi,28.632381,77.220004,Private Citizens & Property,Firearms,1,4,5
31196,1.99E+11,1987,6,13,India,Delhi,28.632381,77.220004,Private Citizens & Property,Firearms,2,0,2
31197,1.99E+11,1987,6,13,India,Punjab,31.731389,75.181944,Religious Figures/Institutions,Firearms,7,0,7
31208,1.99E+11,1987,6,14,India,Delhi,28.632381,77.220004,Violent Political Party,Firearms,4,0,4
31209,1.99E+11,1987,6,14,India,Punjab,31.633979,74.872264,Government (General),Firearms,0,1,1
31210,1.99E+11,1987,6,14,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,0,1,1
31251,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Violent Political Party,Explosives/Bombs/Dynamite,0,0,0
31252,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Transportation,Explosives/Bombs/Dynamite,0,0,0
31253,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Transportation,Explosives/Bombs/Dynamite,0,0,0
31254,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Airports & Aircraft,Explosives/Bombs/Dynamite,0,0,0
31255,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Government (General),Explosives/Bombs/Dynamite,0,0,0
31256,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Telecommunication,Explosives/Bombs/Dynamite,0,0,0
31257,1.99E+11,1987,6,20,India,West Bengal,27.036007,88.262675,Police,Explosives/Bombs/Dynamite,0,0,0
